OBJECTID,Valor en pesos ($),Localidad,Sector Catastral,Identificador único de la manzana,coord_x,coord_y
106576,1800000,TEUSAQUILLO,PALERMO,007205048,"-74,07639785699999","4,636153676652221"
106588,2000000,TEUSAQUILLO,BELALCAZAR,007206006,"-74,07754262400002","4,63643327115223"
106590,1700000,SANTA FE,LA MACARENA,008105023,"-74,06537182600002","4,612131384651454"
106630,1020000,SANTA FE,SAN DIEGO,008107007,"-74,06994318800002","4,612945685651497"
106633,1200000,SANTA FE,SAN MARTIN,008109002,"-74,06714469699997","4,618680980151659"
106640,2000000,TEUSAQUILLO,GALERIAS,007207004,"-74,073207516","4,64074119615238"
106700,1800000,TEUSAQUILLO,ALFONSO LOPEZ,007209008,"-74,07105296099999","4,636430401652249"
106706,1900000,TEUSAQUILLO,EL RECUERDO,006201022,"-74,0872377705","4,629384414151999"
106800,2400000,TEUSAQUILLO,LA ESMERALDA,005111009,"-74,09005219600002","4,643238139652462"
106821,1800000,TEUSAQUILLO,LA SOLEDAD,007101032,"-74,07570822299999","4,630917323652062"
106830,450000,TEUSAQUILLO,ESTRELLA,007106015,"-74,07651818","4,6210622391517395"
106840,2400000,SANTA FE,LA MERCED,008103002,"-74,06637258699999","4,621465624151748"
106843,800000,SANTA FE,LA PERSEVERANCIA,008104003,"-74,065563664","4,618475485151656"
106857,2000000,TEUSAQUILLO,GALERIAS,007207002,"-74,072513278","4,640616233152381"
106869,1200000,LOS MARTIRES,SANTA FE,006103037,"-74,078743366","4,612887540151478"
106919,2400000,TEUSAQUILLO,NICOLAS DE FEDERMAN,005106019,"-74,08214340500001","4,645711497652545"
106990,66000,SANTA FE,SAGRADO CORAZON,008101010,"-74,06688239899998","4,626895918151935"
107069,1300000,SANTA FE,SAN DIEGO,008107018,"-74,066386378","4,609829105151363"
107073,510000,LOS MARTIRES,LA FAVORITA,006104027,"-74,0790842895","4,610882032651407"
107110,2400000,TEUSAQUILLO,LA ESMERALDA,005111025,"-74,09139295649999","4,646132726152546"
107156,2200000,TEUSAQUILLO,SANTA TERESITA,007102036,"-74,0747496145","4,633598670652145"
107192,1300000,PUENTE ARANDA,CUNDINAMARCA,006211009,"-74,09076587950003","4,621085313651745"
107224,2800000,SANTA FE,LA ALAMEDA,003101008,"-74,075717003","4,608757878651344"
107258,1140000,SANTA FE,SAMPER,008108016,"-74,07041384749999","4,6193073286516695"
107265,800000,SANTA FE,LA PERSEVERANCIA,008104019,"-74,06385040149999","4,618422925651652"
107278,720000,TEUSAQUILLO,NICOLAS DE FEDERMAN,005106001,"-74,079436848","4,644986009152497"
107279,1160000,TEUSAQUILLO,ACEVEDO TEJADA,005107004,"-74,0806672025","4,629917725152015"
107287,1800000,TEUSAQUILLO,ALFONSO LOPEZ,007209036,"-74,07633731850001","4,637791215152305"
107322,780000,TEUSAQUILLO,QUESADA,007204015,"-74,068696811","4,640716033152369"
107325,81000,TEUSAQUILLO,BELALCAZAR,007206027,"-74,0766528355","4,637639902652264"
107331,1800000,TEUSAQUILLO,PALERMO,007205004,"-74,067909289","4,633172763152137"
107333,81000,TEUSAQUILLO,PALERMO,007205048,"-74,07651187100001","4,63663766265224"
107362,1800000,TEUSAQUILLO,LA SOLEDAD,007101031,"-74,07577787150001","4,63268156815213"
107394,720000,TEUSAQUILLO,LA ESMERALDA,005111047,"-74,08976219799999","4,646310853652573"
107406,1800000,TEUSAQUILLO,ARMENIA,007105011,"-74,07302586949999","4,6182857691516634"
107407,1500000,TEUSAQUILLO,ESTRELLA,007106012,"-74,077712354","4,62348521165182"
107427,2000000,TEUSAQUILLO,BANCO CENTRAL,007208019,"-74,07109802","4,6409399701523935"
107452,2400000,SANTA FE,LA MERCED,008103008,"-74,06466506800001","4,621039460651728"
107528,2000000,TEUSAQUILLO,LA SOLEDAD,007101060,"-74,077931269","4,62941579915202"
107532,1800000,TEUSAQUILLO,LA SOLEDAD,007101048,"-74,07712240200001","4,63199095065208"
107533,1800000,TEUSAQUILLO,LA SOLEDAD,007101005,"-74,0735845095","4,627027098151917"
107535,2000000,TEUSAQUILLO,SANTA TERESITA,007102029,"-74,07231739149998","4,632134148152103"
107547,1800000,TEUSAQUILLO,LA SOLEDAD,007101038,"-74,07597260349999","4,624628689151879"
107548,2000000,TEUSAQUILLO,LA SOLEDAD,007101009,"-74,07384924599998","4,624220646651834"
107556,2200000,TEUSAQUILLO,SANTA TERESITA,007102018,"-74,07067108000001","4,632769600652107"
107560,1800000,TEUSAQUILLO,TEUSAQUILLO,007104029,"-74,07309315450001","4,621279024151768"
107599,2500000,LOS MARTIRES,PALOQUEMAO,006107019,"-74,08911547099999","4,615869910651551"
107600,2650000,LOS MARTIRES,PALOQUEMAO,006107004,"-74,086016997","4,612657107651449"
107643,2100000,TEUSAQUILLO,ACEVEDO TEJADA,005107018,"-74,081572056","4,6312529546520835"
107658,2000000,TEUSAQUILLO,SAN LUIS,007202040,"-74,07162905599998","4,644435399652497"
107759,2000000,TEUSAQUILLO,SANTA TERESITA,007102003,"-74,068315805","4,63075283765204"
107830,2000000,TEUSAQUILLO,GALERIAS,007207001,"-74,07203573550001","4,642170311652425"
107832,2000000,TEUSAQUILLO,BANCO CENTRAL,007208022,"-74,0712992485","4,644035594652487"
107844,450000,TEUSAQUILLO,FLORIDA,006101025,"-74,08101061800002","4,626362078651903"
107847,1200000,LOS MARTIRES,SANTA FE,006103020,"-74,07618816050001","4,613549312151502"
107894,1200000,SANTA FE,SAN MARTIN,008109001,"-74,06701266549999","4,618742454151663"
107909,110000,CHAPINERO,PARQUE NACIONAL ORIENTAL,008110038,"-74,05902886599998","4,624971928651868"
107950,1700000,TEUSAQUILLO,CHAPINERO OCCIDENTAL,007203008,"-74,06649669699999","4,643619275152469"
107973,2100000,TEUSAQUILLO,EL RECUERDO,006201045,"-74,08838433649998","4,633368380652142"
107983,1350000,LOS MARTIRES,SANTA FE,006103036,"-74,079271094","4,614079845151505"
107985,1250000,LOS MARTIRES,SANTA FE,006103061,"-74,079392936","4,6189388391516815"
108010,1500000,LOS MARTIRES,FLORIDA,006101006,"-74,079799031","4,622650027651778"
108014,1600000,LOS MARTIRES,EL LISTON,006106023,"-74,0856248275","4,6107923171513825"
108025,1200000,LOS MARTIRES,LA FAVORITA,006104014,"-74,0771968135","4,611044816151393"
108065,1350000,LOS MARTIRES,EL LISTON,006106023,"-74,08561968250001","4,610358523151394"
108071,1500000,LOS MARTIRES,SAMPER MENDOZA,006108018,"-74,08155714149999","4,620859214151743"
108106,1800000,TEUSAQUILLO,LA SOLEDAD,007101065,"-74,07884814350001","4,633961533652148"
108118,1900000,TEUSAQUILLO,EL RECUERDO,006201018,"-74,08459801999999","4,63105428965205"
108120,1900000,TEUSAQUILLO,EL RECUERDO,006201043,"-74,08800171250002","4,632159045152081"
108142,2500000,SANTA FE,SAMPER,008108003,"-74,06913083399999","4,620852991151722"
108194,405000,LOS MARTIRES,SANTA FE,006103001,"-74,0734832","4,6146813291515425"
108195,1350000,LOS MARTIRES,SANTA FE,006103009,"-74,07578055299999","4,611771653651439"
108210,750000,LOS MARTIRES,PALOQUEMAO,006107025,"-74,087270295","4,617996995151638"
108214,1500000,LOS MARTIRES,USATAMA,006110014,"-74,08165792400001","4,62388224515184"
108215,1900000,TEUSAQUILLO,EL RECUERDO,006201007,"-74,08456551750001","4,630058175652018"
108216,1900000,TEUSAQUILLO,EL RECUERDO,006201019,"-74,085096529","4,630865611152052"
108220,2850000,TEUSAQUILLO,LA SOLEDAD,007101033,"-74,07557202299998","4,629762629652015"
108223,1800000,TEUSAQUILLO,LA MAGDALENA,007103024,"-74,072191197","4,629493354151995"
108256,3400000,SANTA FE,SAN DIEGO,008107002,"-74,07126673100001","4,6158885431515815"
108257,1020000,SANTA FE,SAN DIEGO,008107006,"-74,06923183650002","4,61607500715159"
108258,390000,SANTA FE,SAN DIEGO,008107019,"-74,06707841349998","4,6095791096513725"
108268,540000,TEUSAQUILLO,LA SOLEDAD,007101064,"-74,078528772","4,631397057652089"
108310,2000000,TEUSAQUILLO,BANCO CENTRAL,007208010,"-74,06991661800001","4,641889124152437"
108316,1800000,TEUSAQUILLO,LA SOLEDAD,007101052,"-74,07743251049999","4,628446348151995"
108328,1800000,TEUSAQUILLO,SANTA TERESITA,007102010,"-74,069487415","4,632340309652101"
108330,1800000,TEUSAQUILLO,LA MAGDALENA,007103009,"-74,0702967325","4,626162675151898"
108348,800000,SANTA FE,LA PERSEVERANCIA,008104012,"-74,0648986185","4,617918356151659"
108350,1500000,LOS MARTIRES,SAMPER MENDOZA,006108010,"-74,08017818350001","4,620395727651729"
108352,1900000,TEUSAQUILLO,EL RECUERDO,006201022,"-74,08731453249999","4,629597992652028"
108360,1800000,TEUSAQUILLO,CHAPINERO OCCIDENTAL,007203039,"-74,068372912","4,642920166652463"
108389,2000000,TEUSAQUILLO,ALFONSO LOPEZ,007209011,"-74,07151045100002","4,6380813436522725"
108393,2000000,TEUSAQUILLO,TEUSAQUILLO,007104024,"-74,07230413650001","4,624722909651842"
108429,2000000,TEUSAQUILLO,BELALCAZAR,007206003,"-74,07663535449998","4,634500119152175"
108435,2600000,TEUSAQUILLO,QUESADA,007204001,"-74,06689229700001","4,640695108652395"
108463,2400000,TEUSAQUILLO,NICOLAS DE FEDERMAN,005106020,"-74,08219713349999","4,644965245152499"
108491,1200000,SANTA FE,SAN MARTIN,008109009,"-74,0670469595","4,616424487651603"
108535,81000,TEUSAQUILLO,BELALCAZAR,007206026,"-74,07860420449998","4,639038935652325"
108574,2400000,SANTA FE,LA MERCED,008103003,"-74,06615075349998","4,620527002151741"
108586,1350000,LOS MARTIRES,SANTA FE,006103004,"-74,07480403950001","4,612260745651437"
108594,1050000,TEUSAQUILLO,LA ESMERALDA,005111020,"-74,0913974035","4,6444246106525116"
108614,2000000,LOS MARTIRES,LA SABANA,004102013,"-74,08729966199999","4,609706792151364"
108615,2800000,SANTA FE,SAGRADO CORAZON,008101006,"-74,06745964799998","4,627063265151943"
108669,1750000,TEUSAQUILLO,ACEVEDO TEJADA,005107018,"-74,0817135355","4,631356725152065"
108716,1900000,TEUSAQUILLO,EL RECUERDO,006201044,"-74,0887391805","4,631673734152091"
108719,2500000,TEUSAQUILLO,EL RECUERDO,006201017,"-74,08431705999999","4,631535148652059"
108722,750000,TEUSAQUILLO,CENTRO NARINO,006210001,"-74,090269022","4,626708419151939"
108814,1800000,SANTA FE,SAN DIEGO,008107020,"-74,06623070499998","4,611502970151404"
108817,1140000,SANTA FE,SAMPER,008108008,"-74,06913112199999","4,619993629651725"
108820,1400000,SANTA FE,SAN MARTIN,008109009,"-74,06660590749999","4,615906571651575"
108879,1800000,TEUSAQUILLO,TEUSAQUILLO,007104017,"-74,071765997","4,6228933251517805"
108913,525000,TEUSAQUILLO,ACEVEDO TEJADA,005107024,"-74,08114318700001","4,632490752152112"
108993,1800000,TEUSAQUILLO,ARMENIA,007105010,"-74,07240422799998","4,619318459151684"
109014,2000000,TEUSAQUILLO,ARMENIA,007105003,"-74,07166281350001","4,618205832651645"
109015,510000,LOS MARTIRES,LA FAVORITA,006104002,"-74,07650891050002","4,609087423151353"
109029,2400000,TEUSAQUILLO,NICOLAS DE FEDERMAN,005106020,"-74,0821698325","4,645357763152522"
109063,2400000,SANTA FE,LA MERCED,008103003,"-74,06539353950001","4,620289608151721"
109084,3500000,TEUSAQUILLO,GALERIAS,007207001,"-74,07289307000002","4,641775747652433"
109099,1800000,TEUSAQUILLO,CHAPINERO OCCIDENTAL,007203037,"-74,06822261100001","4,644062832152496"
109107,600000,TEUSAQUILLO,TEUSAQUILLO,007104016,"-74,0716793005","4,6237692691518415"
109160,2200000,SANTA FE,LA ALAMEDA,003101019,"-74,07330897749998","4,610080174151371"
109219,2700000,TEUSAQUILLO,ALFONSO LOPEZ,007209022,"-74,073911821","4,640222767652375"
109224,810000,LOS MARTIRES,SANTA FE,006103015,"-74,074053225","4,615368056151547"
109243,1800000,LOS MARTIRES,SAMPER MENDOZA,006108021,"-74,08102576649998","4,622134573651785"
109297,2000000,TEUSAQUILLO,SAN LUIS,007202059,"-74,07376832899999","4,64632085265256"
109306,2800000,SANTA FE,SAN DIEGO,008107010,"-74,0691681115","4,613365529651473"
109309,1800000,SANTA FE,SAN DIEGO,008107027,"-74,06581549949999","4,6103077601513744"
109312,2700000,SANTA FE,SAMPER,008108001,"-74,068773851","4,622140871151776"
109374,3700000,SANTA FE,LA MERCED,008103003,"-74,067333741","4,620210014651718"
109584,1300000,PUENTE ARANDA,LOS EJIDOS,004208043,"-74,095434853","4,620467324151731"
109607,2500000,LOS MARTIRES,RICAURTE,004101024,"-74,090749058","4,609958528151374"
109639,81000,TEUSAQUILLO,QUINTA PAREDES,006209021,"-74,094464096","4,637639916152264"
109648,3150000,TEUSAQUILLO,ORTEZAL,006208007,"-74,09327043600001","4,630803689152062"
109727,1300000,PUENTE ARANDA,ESTACION CENTRAL,006204010,"-74,091724962","4,618039763651622"
109751,1400000,PUENTE ARANDA,PENSILVANIA,004201005,"-74,09578590400002","4,609964341151378"
109778,1300000,PUENTE ARANDA,ESTACION CENTRAL,006204025,"-74,09437743550001","4,619087353651667"
109824,2200000,TEUSAQUILLO,QUINTA PAREDES,006209019,"-74,09397744500001","4,634207255652166"
109828,2500000,LOS MARTIRES,RICAURTE,004101051,"-74,09231667650002","4,612954281651458"
109842,1850000,TEUSAQUILLO,CENTRO ADMINISTRATIVO OCC.,005109005,"-74,0906747855","4,640515212152369"
109935,390000,PUENTE ARANDA,INDUSTRIAL CENTENARIO,006205029,"-74,09134595700002","4,624115063651843"
109936,390000,PUENTE ARANDA,CORREDOR FERREO DEL SUR,006205029,"-74,09145205550001","4,624052168151829"
109982,3500000,TEUSAQUILLO,ORTEZAL,006208015,"-74,09440089700001","4,632760831152135"
110121,2600000,LOS MARTIRES,RICAURTE,004101002,"-74,0889816015","4,609362956651369"
110122,2500000,LOS MARTIRES,RICAURTE,004101034,"-74,09109681449999","4,610236566651384"
110199,2650000,TEUSAQUILLO,ORTEZAL,006208007,"-74,0939482245","4,631811469152081"
110503,812000,PUENTE ARANDA,PENSILVANIA,004201019,"-74,095661229","4,614879400651541"
110552,2500000,LOS MARTIRES,RICAURTE,004101024,"-74,09134758000002","4,609263552651337"
110553,1500000,LOS MARTIRES,RICAURTE,004101050,"-74,09175547550001","4,613353981651471"
110566,1300000,PUENTE ARANDA,LOS EJIDOS,004208042,"-74,09579206699999","4,620011989651706"
110580,2500000,TEUSAQUILLO,ORTEZAL,006208041,"-74,091104624","4,627596369151956"
110621,1350000,PUENTE ARANDA,ORTEZAL,006208035,"-74,09442989850001","4,6285369736519755"
110628,2500000,LOS MARTIRES,RICAURTE,004101042,"-74,09182886849999","4,611620474151442"
110673,1400000,PUENTE ARANDA,ESTACION CENTRAL,006204001,"-74,0874852835","4,621104969151732"
110674,2200000,TEUSAQUILLO,ORTEZAL,006208012,"-74,09531494149999","4,630836353152066"
110676,3500000,TEUSAQUILLO,ORTEZAL,006208007,"-74,09343958099998","4,631418810652088"
110785,3150000,TEUSAQUILLO,ORTEZAL,006208002,"-74,09362883099999","4,629865373652054"
110822,1300000,PUENTE ARANDA,LOS EJIDOS,004208042,"-74,09611811299999","4,620296865651738"
110835,2200000,TEUSAQUILLO,QUINTA PAREDES,006209017,"-74,0934292785","4,635033479152211"
110854,1500000,LOS MARTIRES,RICAURTE,004101053,"-74,09440232499998","4,610445148651417"
110891,2200000,TEUSAQUILLO,QUINTA PAREDES,006209008,"-74,09179166749999","4,634434432652183"
110931,2200000,TEUSAQUILLO,ORTEZAL,006208008,"-74,09370755399999","4,6307953341520545"
110947,3150000,TEUSAQUILLO,ORTEZAL,006208009,"-74,09460497449999","4,629872619152028"
110999,2200000,TEUSAQUILLO,ORTEZAL,006208015,"-74,09463202699999","4,632706475152143"
111041,2500000,LOS MARTIRES,RICAURTE,004101040,"-74,0912920175","4,612841866151471"
111067,960000,TEUSAQUILLO,QUINTA PAREDES,006209021,"-74,09355911900002","4,637128511152278"
111092,2500000,LOS MARTIRES,RICAURTE,004101021,"-74,089770082","4,610565701151412"
111148,1600000,TEUSAQUILLO,ORTEZAL,006208004,"-74,0918613325","4,627056526151926"
111194,2500000,LOS MARTIRES,RICAURTE,004101032,"-74,09066952399999","4,611434345651442"
111220,1300000,PUENTE ARANDA,CORREDOR FERREO DEL SUR,006205029,"-74,090453261","4,623865367651835"
111225,1350000,PUENTE ARANDA,ORTEZAL,006208036,"-74,09477788250001","4,6279490016519516"
111295,2500000,LOS MARTIRES,RICAURTE,004101034,"-74,09174271200001","4,609721266151382"
111379,3150000,TEUSAQUILLO,ORTEZAL,006208008,"-74,09368087550001","4,6305134946520585"
111389,3100000,LOS MARTIRES,RICAURTE,004101032,"-74,0902379595","4,611189000151414"
111493,2500000,LOS MARTIRES,RICAURTE,004101042,"-74,09187977800002","4,611303602151441"
111598,2200000,TEUSAQUILLO,QUINTA PAREDES,006209020,"-74,09458258700002","4,634112890152181"
111606,2800000,LOS MARTIRES,RICAURTE,004101010,"-74,08860209049999","4,610856334651411"
111662,1350000,PUENTE ARANDA,ORTEZAL,006208035,"-74,09308845450002","4,627158758651939"
111704,1310000,SANTA FE,PARQUE NACIONAL ORIENTAL,008102003,"-74,060575615","4,619538016151699"
125812,1400000,PUENTE ARANDA,PENSILVANIA,004201006,"-74,0965023075","4,6095691346513625"
125837,76000,FONTIBON,VILLA ALSACIA,006512009,"-74,1263241065","4,644700283652503"
125843,420000,KENNEDY,HIPOTECHO,004501077,"-74,12713614799998","4,626812548151935"
125872,2200000,TEUSAQUILLO,ORTEZAL,006208029,"-74,09675610650001","4,634789470152181"
125873,2200000,TEUSAQUILLO,ORTEZAL,006208058,"-74,09754022899997","4,6355430431522"
125874,1800000,PUENTE ARANDA,PENSILVANIA,004201007,"-74,0969751145","4,608417346151311"
125915,1160000,KENNEDY,MARSELLA,006502084,"-74,12577768450001","4,638689352152316"
125920,1300000,KENNEDY,HIPOTECHO SUR,004551013,"-74,12729363649999","4,622692069651768"
125924,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503096,"-74,12761451400002","4,61723173665162"
125955,1800000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,006216036,"-74,0967843665","4,6422379861524306"
125988,76000,KENNEDY,HIPOTECHO,,"-74,12730513","4,625642481151893"
125989,76000,KENNEDY,HIPOTECHO,004501074,"-74,1275193365","4,627713266651979"
125990,76000,KENNEDY,HIPOTECHO,004501077,"-74,12729615150002","4,6268100746519405"
126025,420000,PUENTE ARANDA,PENSILVANIA,004201035,"-74,09762458149999","4,614784538151543"
126041,2100000,PUENTE ARANDA,PROVIVIENDA NORTE,004310013,"-74,12724822050001","4,613378594651495"
126063,2200000,TEUSAQUILLO,ORTEZAL,006208058,"-74,09733092899998","4,635605498652199"
126079,435000,PUENTE ARANDA,LOS EJIDOS,004572001,"-74,09822793999999","4,621428678151756"
126081,435000,PUENTE ARANDA,GORGONZOLA,004572001,"-74,104800453","4,61899813565167"
126082,435000,PUENTE ARANDA,SAN FRANCISCO,004572001,"-74,10961918000001","4,617035086651589"
126091,1470000,KENNEDY,VILLA ALSACIA,,"-74,1282922035","4,645518920652533"
126117,4000000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,10822976099999","4,646517120152571"
126124,1850000,TEUSAQUILLO,CENTRO ADMINISTRATIVO OCC.,005109002,"-74,0958929985","4,64647470665255"
126194,81000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,006216020,"-74,0969376665","4,6383949156522934"
126227,76000,KENNEDY,HIPOTECHO,004501077,"-74,126590765","4,6255493726519035"
126230,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503099,"-74,1266100355","4,617880394651629"
126231,1370000,FONTIBON,GRANJAS DE TECHO,006306001,"-74,11499698149998","4,645435198652561"
126234,600000,KENNEDY,MARSELLA,006512002,"-74,125375233","4,640412089652361"
126235,2000000,KENNEDY,MARSELLA,006512002,"-74,1265984515","4,639051962652344"
126239,2000000,KENNEDY,VILLA ALSACIA,006512002,"-74,12649080950001","4,639791629652349"
126257,3770000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,006216015,"-74,09716243099999","4,640812995152391"
126262,1050000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,006217060,"-74,1004516385","4,641746420152391"
126263,1050000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,006217059,"-74,103926927","4,6464154751525655"
126300,76000,KENNEDY,VILLA ALSACIA,006512006,"-74,12518087750001","4,643317447152454"
126327,3500000,TEUSAQUILLO,ORTEZAL,006208058,"-74,09666722150001","4,636080125652233"
126356,525000,FONTIBON,GRANJAS DE TECHO,006306001,"-74,1143765475","4,646089977652556"
126360,450000,FONTIBON,FRANCO,006308028,"-74,124298246","4,646587924652555"
126377,2200000,TEUSAQUILLO,ORTEZAL,006208026,"-74,0971018905","4,632928704652118"
126396,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503096,"-74,12717991599999","4,617081108151618"
126403,1300000,KENNEDY,HIPOTECHO SUR,004551024,"-74,127388483","4,621924567151774"
126408,80000,PUENTE ARANDA,PROVIVIENDA NORTE,004310034,"-74,12541742849999","4,611619242651445"
126466,2000000,KENNEDY,MARSELLA,006502080,"-74,12796597599998","4,636708582152261"
126502,480000,PUENTE ARANDA,SAN EUSEBIO,004401029,"-74,12632819950002","4,609723482151368"
126514,1750000,PUENTE ARANDA,INDUSTRIAL CENTENARIO,006205024,"-74,0971064915","4,62554778815189"
126516,3500000,TEUSAQUILLO,QUINTA PAREDES,006209070,"-74,09685922650002","4,637476868152296"
126518,1350000,PUENTE ARANDA,ORTEZAL,006208044,"-74,0969320955","4,630544110152039"
126539,1300000,KENNEDY,HIPOTECHO SUR,004551069,"-74,12721133949998","4,620324464651702"
126598,1700000,KENNEDY,HIPOTECHO SUR,004551050,"-74,12741944299998","4,618262933151663"
126630,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217054,"-74,1044987505","4,643963708152486"
126637,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217036,"-74,09818954399998","4,6383068826523175"
126660,1300000,PUENTE ARANDA,LOS EJIDOS,004208049,"-74,09665996150002","4,6199168961517145"
126666,2300000,TEUSAQUILLO,ORTEZAL,006208056,"-74,0982695385","4,63680712115226"
126681,1500000,KENNEDY,NUEVO TECHO,006507016,"-74,1317431715","4,645870401152543"
126689,600000,KENNEDY,VILLA ALSACIA,006512007,"-74,12917416800002","4,6466493801525885"
126732,1850000,TEUSAQUILLO,CENTRO ADMINISTRATIVO OCC.,005109006,"-74,094853516","4,644978640152497"
126749,600000,KENNEDY,VILLA ALSACIA,006512005,"-74,12734762","4,643347510152449"
126750,1700000,KENNEDY,MARSELLA,006502001,"-74,12748811150001","4,632849320152147"
126757,1470000,KENNEDY,VILLA ALSACIA,006512007,"-74,12793343050001","4,646152624152553"
126758,76000,KENNEDY,VILLA ALSACIA,006512009,"-74,12643087999999","4,6445183296524934"
126783,1300000,PUENTE ARANDA,LOS EJIDOS,004208038,"-74,0967276305","4,620846484651725"
128239,420000,PUENTE ARANDA,PENSILVANIA,004201010,"-74,09500675199999","4,612411694651454"
128299,1800000,PUENTE ARANDA,PENSILVANIA,004201006,"-74,09625554249999","4,6093228021513655"
128489,1750000,PUENTE ARANDA,INDUSTRIAL CENTENARIO,006205013,"-74,09526483650001","4,625353445151884"
128632,405000,PUENTE ARANDA,ORTEZAL,006208039,"-74,09638296150001","4,6292579446520215"
54701,1300000,KENNEDY,HIPOTECHO SUR,004551022,"-74,13049385149998","4,62341808565181"
54703,1500000,KENNEDY,HIPOTECHO SUR,004551049,"-74,12782001350001","4,618610091151659"
54780,1300000,KENNEDY,HIPOTECHO SUR,004551029,"-74,12918359850002","4,622268373151779"
54866,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503055,"-74,128341898","4,616973118151609"
54869,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503049,"-74,1294464405","4,61666981665161"
54941,480000,KENNEDY,HIPOTECHO OCCIDENTAL,004502079,"-74,130106281","4,620864060651732"
55008,1500000,KENNEDY,HIPOTECHO,004501015,"-74,13095181900002","4,626097526651925"
55187,1900000,KENNEDY,MARSELLA,006502077,"-74,1293437235","4,632758325152119"
55311,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503014,"-74,13119148849998","4,616026560651598"
55350,1900000,KENNEDY,MARSELLA,006502010,"-74,1288207755","4,633229275152127"
55413,1400000,KENNEDY,HIPOTECHO SUR,004551014,"-74,12770106549999","4,622503407151802"
55415,1400000,KENNEDY,HIPOTECHO SUR,004551029,"-74,1291446425","4,622579038151816"
55416,1400000,KENNEDY,HIPOTECHO SUR,004551016,"-74,1284160875","4,622652022651803"
55432,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503054,"-74,12828865","4,617276819651623"
55470,1300000,KENNEDY,HIPOTECHO SUR,004551076,"-74,12860231250002","4,620785544151735"
55910,522000,KENNEDY,PROVIVIENDA,004504099,"-74,13449161999998","4,607285525651296"
56092,1500000,KENNEDY,HIPOTECHO,004501064,"-74,13023794699998","4,628200621651956"
56097,1900000,KENNEDY,HIPOTECHO OCCIDENTAL,004502043,"-74,13176527350001","4,622988654651808"
56101,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503023,"-74,13155345799998","4,613489415151497"
56106,600000,KENNEDY,COOPERATIVA DE SUB-OFICIALES,,"-74,1297651235","4,6441734131524965"
56152,1700000,KENNEDY,HIPOTECHO SUR,,"-74,130021336","4,6222375481517926"
56216,76000,KENNEDY,HIPOTECHO,,"-74,12794143650001","4,627966753651968"
56353,600000,KENNEDY,COOPERATIVA DE SUB-OFICIALES,,"-74,1316019555","4,643136229152452"
56478,510000,KENNEDY,PROVIVIENDA ORIENTAL,,"-74,131865842","4,6136589546515125"
56483,390000,KENNEDY,HIPOTECHO OCCIDENTAL,,"-74,1303612945","4,623754774651844"
56555,510000,KENNEDY,PROVIVIENDA ORIENTAL,,"-74,12986213049999","4,61743650215163"
56621,510000,KENNEDY,PROVIVIENDA ORIENTAL,,"-74,130111502","4,610286349151368"
56652,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503086,"-74,12816346349999","4,613448536651511"
56683,1700000,KENNEDY,MARSELLA,006502078,"-74,130256164","4,632935033152123"
56730,1500000,KENNEDY,HIPOTECHO,004501009,"-74,1299683265","4,625987991651914"
56737,1102500,KENNEDY,COOPERATIVA DE SUB-OFICIALES,006501001,"-74,13253377249998","4,638023628652304"
56738,1700000,KENNEDY,MARSELLA,006502062,"-74,1305708155","4,631283234652065"
56770,1800000,KENNEDY,PROVIVIENDA,004504091,"-74,130738941","4,609735126651399"
56827,1500000,KENNEDY,HIPOTECHO,004501018,"-74,131366088","4,626870667151924"
56866,1300000,KENNEDY,HIPOTECHO SUR,004551005,"-74,12928655250002","4,6244824221518535"
56939,2600000,KENNEDY,ALQUERIA LA FRAGUA NORTE,004542071,"-74,12987411450001","4,608367122651324"
57161,1700000,KENNEDY,MARSELLA,006502025,"-74,1309232795","4,632512158152112"
57267,1700000,KENNEDY,MARSELLA,006502071,"-74,12867372950001","4,6360465321522515"
57388,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503092,"-74,1302681535","4,612453064151456"
57407,1500000,KENNEDY,HIPOTECHO,004501066,"-74,1297456645","4,628178298651991"
57437,1400000,KENNEDY,HIPOTECHO SUR,004551019,"-74,129471497","4,6228785981518"
57468,2550000,KENNEDY,PROVIVIENDA,004504088,"-74,1318952215","4,610757289651419"
