OBJECTID,Valor en pesos ($),Localidad,Sector Catastral,Identificador único de la manzana,coord_x,coord_y
126089,510000,KENNEDY,PROVIVIENDA ORIENTAL,,"-74,12738392600002","4,616547464151605"
126096,1900000,PUENTE ARANDA,SAN EUSEBIO,004401031,"-74,127980364","4,608685042151359"
126110,76000,KENNEDY,HIPOTECHO SUR,,"-74,12707623450001","4,622891596151787"
126144,510000,KENNEDY,PROVIVIENDA ORIENTAL,,"-74,12701610000002","4,61683108115162"
126146,600000,KENNEDY,MARSELLA,,"-74,1267142385","4,637262274652255"
126173,1800000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,,"-74,09653790799999","4,641437021152408"
126193,1600000,PUENTE ARANDA,ORTEZAL,006208040,"-74,09670350299999","4,627075300651936"
126224,2500000,PUENTE ARANDA,PROVIVIENDA NORTE,004310020,"-74,12710416750002","4,614429326651542"
126232,76000,KENNEDY,HIPOTECHO,004501078,"-74,12668030649999","4,629052790152006"
126244,76000,KENNEDY,MARSELLA,006502084,"-74,12454534900002","4,636932487152249"
126291,930000,PUENTE ARANDA,SAN EUSEBIO,004401031,"-74,12745280850001","4,608464165651341"
126296,600000,FONTIBON,VILLA ALSACIA,006512009,"-74,12606367449999","4,645564770652559"
126299,1400000,FONTIBON,MONTEVIDEO,006307011,"-74,11835548100001","4,646123925652535"
126323,690000,TEUSAQUILLO,ORTEZAL,006208056,"-74,097225189","4,6363967371522286"
126365,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217016,"-74,10578811649998","4,646148818652556"
126371,2100000,PUENTE ARANDA,PROVIVIENDA NORTE,004310006,"-74,126949677","4,6130225416514685"
126385,1800000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,006216030,"-74,10389872849998","4,646428854152562"
126387,1800000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,006216005,"-74,100527771","4,646324207152559"
126391,1800000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,006216028,"-74,10092022149999","4,6450467796525"
126404,1400000,KENNEDY,HIPOTECHO SUR,004551024,"-74,12735309700003","4,622198515651776"
126405,450000,KENNEDY,HIPOTECHO,004501074,"-74,12750542699999","4,627834227151955"
126420,435000,KENNEDY,PROVIVIENDA,004572001,"-74,133280216","4,607705793651313"
126421,1600000,PUENTE ARANDA,SAN EUSEBIO,004401041,"-74,12720479150002","4,609679111151389"
126476,1900000,PUENTE ARANDA,PROVIVIENDA NORTE,004310009,"-74,12739197350001","4,612926174651467"
126501,480000,PUENTE ARANDA,SAN EUSEBIO,004401026,"-74,12641144950001","4,608752816151329"
126506,80000,PUENTE ARANDA,PROVIVIENDA NORTE,004310033,"-74,12460512049998","4,615806594151563"
126534,1300000,KENNEDY,HIPOTECHO SUR,004551023,"-74,12705033700001","4,621632971651781"
126536,2000000,KENNEDY,VILLA ALSACIA,006512005,"-74,1283373165","4,642822570152472"
126537,1300000,KENNEDY,HIPOTECHO SUR,004551050,"-74,12738796849999","4,618625333651671"
126538,1400000,KENNEDY,HIPOTECHO SUR,004551013,"-74,12733308950001","4,622421548151792"
126579,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217055,"-74,1055822735","4,645103053652532"
126589,1350000,PUENTE ARANDA,ORTEZAL,006208044,"-74,09799248799999","4,630408221652049"
126600,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503099,"-74,1273051945","4,61783743715163"
126601,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503097,"-74,1277154565","4,617396600151627"
126631,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217057,"-74,1033606275","4,644237040652496"
126652,2300000,TEUSAQUILLO,ORTEZAL,006208056,"-74,09900146800001","4,636476543152259"
126673,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503093,"-74,1275426805","4,615931522151584"
126682,600000,KENNEDY,VILLA ALSACIA,006512003,"-74,12697307650001","4,64154332365241"
126748,2000000,KENNEDY,VILLA ALSACIA,006512003,"-74,127310924","4,641066021152392"
126782,840000,PUENTE ARANDA,PENSILVANIA,004201029,"-74,09675907800002","4,615755193151583"
126784,1400000,PUENTE ARANDA,PENSILVANIA,004201013,"-74,0971415855","4,6100496466513725"
126794,660000,TEUSAQUILLO,ORTEZAL,006208059,"-74,09782357999998","4,635497167652186"
127925,1800000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,,"-74,09593436349999","4,640746362152373"
128302,1600000,PUENTE ARANDA,ORTEZAL,006208040,"-74,09604297799999","4,627814003151961"
128504,1350000,PUENTE ARANDA,ORTEZAL,006208039,"-74,095958569","4,629224988151982"
128714,1600000,PUENTE ARANDA,ORTEZAL,006208039,"-74,09572081599998","4,629005165151995"
54563,1700000,KENNEDY,MARSELLA,006502016,"-74,129821566","4,630510031152051"
54564,1700000,KENNEDY,MARSELLA,006502021,"-74,13037873750002","4,634949628152214"
54596,600000,KENNEDY,COOPERATIVA DE SUB-OFICIALES,006501003,"-74,13046653999999","4,643242286652464"
54705,1700000,KENNEDY,HIPOTECHO SUR,004551046,"-74,12885875199999","4,618205208151658"
54744,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503052,"-74,129041094","4,617840290151644"
54745,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503085,"-74,12902831699998","4,613984858651514"
54746,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503059,"-74,127533457","4,615272130151546"
54863,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503046,"-74,1287311005","4,615069462651521"
54883,1700000,KENNEDY,HIPOTECHO,004501004,"-74,12908316599999","4,625959686651909"
54884,450000,KENNEDY,HIPOTECHO,004501071,"-74,12869102650001","4,629005296152007"
55131,1700000,KENNEDY,MARSELLA,006502013,"-74,13003159499999","4,631993783652106"
55167,2100000,KENNEDY,MARSELLA,006502003,"-74,12856201150001","4,630201137652035"
55438,1700000,KENNEDY,MARSELLA,006502054,"-74,12848553450002","4,634321355152199"
55548,1300000,KENNEDY,HIPOTECHO SUR,004551045,"-74,129187441","4,618550478651658"
55558,1500000,KENNEDY,HIPOTECHO,004501002,"-74,1284008305","4,624991869151852"
55797,510000,KENNEDY,PROVIVIENDA ORIENTAL,,"-74,12876928149998","4,6140492756515235"
55866,510000,KENNEDY,MARSELLA,,"-74,13388019549998","4,632520500652138"
55909,1700000,KENNEDY,MARSELLA,006502005,"-74,12811635","4,632954944652129"
56069,390000,KENNEDY,HIPOTECHO OCCIDENTAL,,"-74,13083910900002","4,622497281151812"
56273,1400000,KENNEDY,HIPOTECHO SUR,004551034,"-74,12748593499998","4,621066412151748"
56284,390000,KENNEDY,HIPOTECHO OCCIDENTAL,,"-74,130012301","4,622223776651776"
56347,522000,KENNEDY,PROVIVIENDA,,"-74,13228122200002","4,6101573826513915"
56474,536000,KENNEDY,NUEVO TECHO,,"-74,13145741099999","4,645461028652528"
56616,600000,KENNEDY,COOPERATIVA DE SUB-OFICIALES,,"-74,130476018","4,644229312652483"
56821,600000,KENNEDY,VILLA ALSACIA,006512008,"-74,130337314","4,645641915152542"
56871,1900000,KENNEDY,HIPOTECHO SUR,004502051,"-74,13078030050002","4,6231159221517935"
56909,1400000,KENNEDY,HIPOTECHO SUR,004551020,"-74,129829979","4,622948557151801"
57007,600000,KENNEDY,COOPERATIVA DE SUB-OFICIALES,006501011,"-74,1315855885","4,643735933152469"
57059,1300000,KENNEDY,HIPOTECHO SUR,004551020,"-74,12978943300001","4,623276069151826"
57087,1800000,KENNEDY,PROVIVIENDA,004504054,"-74,13184978799998","4,609479074151373"
57164,1900000,KENNEDY,MARSELLA,006502011,"-74,12963557","4,632935965152125"
57385,1900000,KENNEDY,HIPOTECHO OCCIDENTAL,004502049,"-74,1314326355","4,623477453151839"
57386,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503013,"-74,13192899750001","4,61645060915159"
57439,1500000,KENNEDY,HIPOTECHO,004501005,"-74,12930548400001","4,625239511151866"
57478,1300000,KENNEDY,HIPOTECHO SUR,004551039,"-74,12751370749999","4,624207857651824"
57594,1600000,KENNEDY,HIPOTECHO OCCIDENTAL,004502068,"-74,13188803649999","4,621048088651747"
57678,1700000,KENNEDY,MARSELLA,006502023,"-74,13090795600002","4,634219636652176"
57984,1400000,KENNEDY,HIPOTECHO SUR,004551036,"-74,1282069765","4,621213298151759"
58036,1900000,KENNEDY,MARSELLA,006502074,"-74,12763818900001","4,634877133652193"
58154,1500000,KENNEDY,HIPOTECHO,004501075,"-74,1276059635","4,628814980651974"
58169,480000,KENNEDY,HIPOTECHO OCCIDENTAL,004502079,"-74,13013501249998","4,62080020315175"
58296,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503079,"-74,129644085","4,611196070651419"
58341,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503003,"-74,12927271199999","4,614581335651522"
58537,2100000,KENNEDY,MARSELLA,006502003,"-74,12897011849998","4,630242136652059"
58733,1700000,KENNEDY,MARSELLA,006502060,"-74,1292392135","4,633485623652154"
58735,1700000,KENNEDY,MARSELLA,006502070,"-74,1283630675","4,634802917652187"
59221,1900000,PUENTE ARANDA,PROVIVIENDA NORTE,004310003,"-74,12794920500002","4,611142180651413"
60003,1500000,KENNEDY,HIPOTECHO,004501005,"-74,12932199849999","4,6250866116518665"
60016,1500000,KENNEDY,HIPOTECHO,004501008,"-74,129519883","4,625938056651889"
60120,1900000,KENNEDY,MARSELLA,006502006,"-74,12900922399999","4,631766937652094"
60511,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503023,"-74,1314033685","4,613744099651499"
60513,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503056,"-74,12817163449998","4,616307255151599"
61184,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503046,"-74,12871979300002","4,615094468651537"
61226,1700000,KENNEDY,HIPOTECHO,004501007,"-74,129317477","4,626670972151926"
61287,525000,PUENTE ARANDA,GALAN,,"-74,12546330800001","4,618244134651625"
61291,540000,PUENTE ARANDA,COLON,,"-74,11779906449999","4,618756689651671"
61384,1500000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,11006344149999","4,645011679152518"
61389,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,10112186450002","4,64151623265239"
61429,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,1000695015","4,63812711315229"
61431,495000,PUENTE ARANDA,SALAZAR GOMEZ,,"-74,1187161755","4,636837955652254"
61443,480000,PUENTE ARANDA,SAN EUSEBIO,,"-74,1230175735","4,60989600515137"
61451,540000,PUENTE ARANDA,COLON,,"-74,11901960099999","4,619648412151701"
61479,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503046,"-74,1284320545","4,615395098651575"
61491,76000,KENNEDY,MARSELLA,,"-74,1250816935","4,634891464152213"
61506,450000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,,"-74,107946835","4,616558690151601"
61538,450000,KENNEDY,LUSITANIA,006509017,"-74,12411269249998","4,6351312746521955"
61548,1400000,KENNEDY,HIPOTECHO SUR,004551074,"-74,1259466745","4,62047202765172"
61554,525000,FONTIBON,GRANJAS DE TECHO,,"-74,113152442","4,644710227652499"
61576,390000,PUENTE ARANDA,CENTRO INDUSTRIAL,,"-74,11158689550001","4,638548337652307"
61613,1400000,KENNEDY,HIPOTECHO,004501085,"-74,1270521445","4,62643383465192"
61614,1370000,FONTIBON,GRANJAS DE TECHO,006306003,"-74,11878424649998","4,639782281652355"
61621,1300000,KENNEDY,HIPOTECHO SUR,004551051,"-74,12705781099999","4,6186244736516375"
61657,540000,PUENTE ARANDA,MONTES,,"-74,113786755","4,607969383651318"
61678,510000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,,"-74,11017987150001","4,612618865651463"
61699,1300000,KENNEDY,HIPOTECHO SUR,004551072,"-74,12633289050001","4,620187595651709"
61702,76000,KENNEDY,HIPOTECHO SUR,004551073,"-74,12608971400002","4,62719873615194"
61709,495000,PUENTE ARANDA,COLON,,"-74,116686267","4,618300153651651"
61760,390000,KENNEDY,HIPOTECHO SUR,004551073,"-74,124831927","4,626008161151891"
61761,1050000,KENNEDY,HIPOTECHO SUR,004551073,"-74,12475787749997","4,626428915651934"
61770,480000,PUENTE ARANDA,PUENTE ARANDA,,"-74,105558562","4,632629300652132"
61804,495000,PUENTE ARANDA,LA CAMELIA,,"-74,11576201700001","4,612769537651456"
61815,390000,KENNEDY,HIPOTECHO SUR,004551041,"-74,12622489400002","4,621161893151769"
61817,1800000,FONTIBON,GRANJAS DE TECHO,006306003,"-74,1171827","4,638816083152315"
61821,2000000,KENNEDY,MARSELLA,006502081,"-74,126362747","4,635917517152223"
61822,1400000,KENNEDY,HIPOTECHO,004501082,"-74,12680065750001","4,627837966151979"
61890,600000,KENNEDY,VILLA ALSACIA,006512006,"-74,1247547255","4,641856314652408"
61893,2000000,KENNEDY,MARSELLA,006502085,"-74,1254052475","4,633925428652156"
61894,600000,KENNEDY,MARSELLA,006502081,"-74,125846121","4,63539010465221"
61913,495000,PUENTE ARANDA,SALAZAR GOMEZ,,"-74,12088676100001","4,629415313652021"
61939,495000,PUENTE ARANDA,SALAZAR GOMEZ,,"-74,1112490745","4,629170203652004"
61943,81000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,101266342","4,638490677152326"
61944,81000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,108213949","4,6456492781525505"
61953,1700000,KENNEDY,HIPOTECHO SUR,004551053,"-74,12665821300001","4,6182806796516545"
61955,2000000,KENNEDY,VILLA ALSACIA,006512006,"-74,12604632899999","4,644067996652476"
61959,450000,KENNEDY,LUSITANIA,006509013,"-74,12506977499999","4,630720216652067"
61961,1400000,FONTIBON,MONTEVIDEO,006307018,"-74,12231645300002","4,641881663152411"
61970,390000,PUENTE ARANDA,CENTRO INDUSTRIAL,,"-74,11315134950001","4,63717582415226"
62008,1300000,PUENTE ARANDA,PUENTE ARANDA,,"-74,107234756","4,629949690652014"
62009,480000,PUENTE ARANDA,PUENTE ARANDA,,"-74,1116883","4,632879196152128"
62042,540000,KENNEDY,HIPOTECHO SUR,004551073,"-74,12406902299998","4,625488562651896"
62049,1400000,KENNEDY,HIPOTECHO SUR,004551072,"-74,1262388715","4,62055285565172"
62053,390000,KENNEDY,HIPOTECHO SUR,004551041,"-74,12576149699998","4,620641553151712"
62056,1370000,FONTIBON,GRANJAS DE TECHO,006306002,"-74,11611883949999","4,642158334152443"
62065,495000,PUENTE ARANDA,BARCELONA,,"-74,11438373250002","4,620043215151691"
62120,1800000,KENNEDY,HIPOTECHO SUR,004551074,"-74,12581409950002","4,620470674151741"
62127,1400000,FONTIBON,MONTEVIDEO,006307015,"-74,120055143","4,644133994652471"
62141,360000,PUENTE ARANDA,GORGONZOLA,,"-74,10526410999998","4,62006293615172"
62155,780000,TEUSAQUILLO,CENTRO INDUSTRIAL,,"-74,1077776345","4,642641244652445"
62157,525000,PUENTE ARANDA,GALAN,,"-74,1226300125","4,614933936651537"
62201,690000,TEUSAQUILLO,ORTEZAL,,"-74,099301134","4,6349670681522035"
62209,390000,PUENTE ARANDA,LOS EJIDOS,,"-74,099820104","4,617835330151627"
62220,1400000,KENNEDY,HIPOTECHO,004501085,"-74,12703645349998","4,626591323651904"
62269,1300000,KENNEDY,HIPOTECHO SUR,004551043,"-74,126463583","4,621323733151744"
62278,76000,KENNEDY,HIPOTECHO,004501084,"-74,1271316575","4,626979214151923"
62290,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,1019053565","4,638231456652321"
62310,495000,PUENTE ARANDA,LA CAMELIA,,"-74,11648298649999","4,612011735651428"
63651,480000,PUENTE ARANDA,MONTES,004204058,"-74,11557670350001","4,610097092651367"
63657,1500000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205025,"-74,10923673849999","4,61595224815156"
63667,1750000,PUENTE ARANDA,GALAN,004304092,"-74,12191578899998","4,615273615151562"
63672,2000000,PUENTE ARANDA,COLON,004308006,"-74,11895136799998","4,6193718416516845"
63694,1900000,PUENTE ARANDA,PROVIVIENDA NORTE,004310016,"-74,12474359550001","4,612227178651431"
63712,1950000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218012,"-74,11473248849998","4,639635037652347"
63723,1550000,PUENTE ARANDA,SALAZAR GOMEZ,006212039,"-74,11965332349999","4,631282516152076"
63724,2100000,PUENTE ARANDA,PUENTE ARANDA,006215035,"-74,11064592299999","4,63132826315208"
63725,900000,PUENTE ARANDA,PUENTE ARANDA,006215006,"-74,1041666035","4,6361377186522414"
63793,1800000,PUENTE ARANDA,JORGE GAITAN CORTES,004210054,"-74,1099285775","4,610502041151416"
63811,1900000,PUENTE ARANDA,MONTES,004204037,"-74,11436391249998","4,611278119651436"
63825,1600000,PUENTE ARANDA,SALAZAR GOMEZ,006212036,"-74,12124947250001","4,630585802152032"
63828,2500000,PUENTE ARANDA,SALAZAR GOMEZ,006212008,"-74,11483089800001","4,629603383152011"
63836,1500000,PUENTE ARANDA,LA CAMELIA II,004317008,"-74,11794100399999","4,614644365651532"
63923,1800000,PUENTE ARANDA,JORGE GAITAN CORTES,004210018,"-74,1120996285","4,610156569651381"
63933,1600000,PUENTE ARANDA,SALAZAR GOMEZ,006212016,"-74,118844489","4,632629292152111"
63934,1600000,PUENTE ARANDA,SALAZAR GOMEZ,006212028,"-74,119435729","4,633937947652144"
63937,3150000,PUENTE ARANDA,SALAZAR GOMEZ,006212001,"-74,11168776349999","4,628522772651973"
63961,1550000,PUENTE ARANDA,TIBANA,004212031,"-74,10739647150001","4,611257577151427"
64021,1600000,PUENTE ARANDA,PUENTE ARANDA,006215033,"-74,10957234350002","4,632834241652132"
64064,1700000,PUENTE ARANDA,BARCELONA,004303012,"-74,1147443065","4,619080642151678"
64068,1750000,PUENTE ARANDA,GALAN,004304091,"-74,12385708149998","4,615581083151589"
64073,1750000,PUENTE ARANDA,GALAN,004304029,"-74,12004327349999","4,615397505651553"
64075,1600000,PUENTE ARANDA,PUENTE ARANDA,006215029,"-74,10885231699999","4,632417482152105"
64080,1300000,PUENTE ARANDA,PUENTE ARANDA,006215006,"-74,10267968350001","4,634770411152163"
64089,754000,PUENTE ARANDA,BATALLON CALDAS,006207001,"-74,10240807350002","4,630660182152038"
64121,81000,PUENTE ARANDA,SAN GABRIEL,004307006,"-74,12016679700002","4,6203935191517225"
64204,1850000,PUENTE ARANDA,GALAN,004304034,"-74,1186291185","4,618388763651662"
64211,1900000,PUENTE ARANDA,SAN GABRIEL,004307004,"-74,11730770599999","4,622779024151809"
64219,2000000,PUENTE ARANDA,COLON,004308012,"-74,11714530199998","4,617864321651615"
64220,1700000,PUENTE ARANDA,LA CAMELIA,004309014,"-74,120124479","4,6118047091514525"
64240,1300000,PUENTE ARANDA,EL EJIDO,006206003,"-74,10067363049998","4,623372038651796"
64255,1300000,PUENTE ARANDA,PUENTE ARANDA,006215002,"-74,10679522249998","4,630138501652034"
64271,81000,PUENTE ARANDA,PROVIVIENDA NORTE,004310016,"-74,12473799950001","4,611688569651452"
64276,1300000,PUENTE ARANDA,GORGONZOLA,004207018,"-74,1037753315","4,624071029651827"
64327,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217004,"-74,10819326799998","4,644471967152487"
64363,1800000,PUENTE ARANDA,SAN RAFAEL,004302012,"-74,1128662715","4,6195931821516805"
64373,1700000,PUENTE ARANDA,LA PRADERA,004305001,"-74,11847910950002","4,627825590151947"
64383,1750000,PUENTE ARANDA,GALAN,004304012,"-74,11675900649999","4,616063522151574"
64384,1900000,PUENTE ARANDA,GALAN,004304032,"-74,12073201850001","4,615244328651565"
64390,480000,PUENTE ARANDA,SAN EUSEBIO,004401042,"-74,121776125","4,608161996651325"
64394,540000,PUENTE ARANDA,MONTES,004204031,"-74,11479187900002","4,608891869651358"
64412,81000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205077,"-74,113803644","4,614619762151525"
64423,1600000,PUENTE ARANDA,SAN EUSEBIO,004401025,"-74,12544806349999","4,608760700651341"
64442,480000,PUENTE ARANDA,PUENTE ARANDA,006215003,"-74,106009548","4,629514114152005"
64445,25000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217032,"-74,09978519999999","4,638121445152295"
64457,480000,PUENTE ARANDA,MONTES,004204003,"-74,11535853500001","4,612334200651472"
64460,1700000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205075,"-74,10900405650003","4,612944867151461"
64466,1500000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205028,"-74,10923805850001","4,614702726151521"
64501,1300000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218020,"-74,1113070975","4,637936133652298"
64502,1300000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218021,"-74,11066151949998","4,639433402652342"
64507,1900000,PUENTE ARANDA,PROVIVIENDA NORTE,004310022,"-74,126736166","4,614991609151533"
64509,81000,PUENTE ARANDA,PROVIVIENDA NORTE,004310028,"-74,12567595600001","4,61711428065159"
64538,1650000,PUENTE ARANDA,SAN RAFAEL,004302011,"-74,11376614650001","4,621449154651753"
64559,1750000,PUENTE ARANDA,GALAN,004304050,"-74,12043434099999","4,619210502651694"
64670,360000,PUENTE ARANDA,GORGONZOLA,004207012,"-74,105207087","4,619483946151691"
64697,495000,PUENTE ARANDA,BARCELONA,004303014,"-74,11433241900002","4,619165312151662"
64754,1900000,PUENTE ARANDA,LA TRINIDAD,004306024,"-74,119608277","4,623466593651834"
64767,900000,PUENTE ARANDA,TIBANA,004212002,"-74,1092962795","4,611424626651424"
64779,1650000,PUENTE ARANDA,TIBANA,004212017,"-74,1097826855","4,611182994151411"
64790,1900000,PUENTE ARANDA,GALAN,004304044,"-74,12179162800001","4,6160999656515935"
64807,1800000,PUENTE ARANDA,COLON,004308020,"-74,1170138565","4,619344093651705"
64808,2000000,PUENTE ARANDA,COLON,004308041,"-74,115322107","4,623698737651834"
64811,1650000,PUENTE ARANDA,LA CAMELIA,004309016,"-74,120833911","4,611053452651433"
64814,870000,PUENTE ARANDA,LA CAMELIA II,004317008,"-74,11727690000001","4,614908869151545"
64840,1600000,PUENTE ARANDA,PUENTE ARANDA,006215044,"-74,10664763599999","4,633987415152139"
64861,1600000,PUENTE ARANDA,MONTES,004204043,"-74,1141018685","4,610274475151375"
64931,495000,PUENTE ARANDA,LA CAMELIA,004309029,"-74,11710287","4,6123794846514565"
64932,495000,PUENTE ARANDA,LA CAMELIA,004309030,"-74,1165189305","4,6134296401515105"
64938,1900000,PUENTE ARANDA,PROVIVIENDA NORTE,004310032,"-74,12458738000001","4,613960074651509"
64963,1900000,PUENTE ARANDA,MONTES,004204050,"-74,1129806665","4,61015430065139"
64967,1300000,PUENTE ARANDA,GORGONZOLA,004207026,"-74,105310962","4,624455620651839"
64973,1900000,PUENTE ARANDA,SAN FRANCISCO,004206038,"-74,11300592750001","4,618226007651678"
65014,1750000,PUENTE ARANDA,GALAN,004304047,"-74,119957234","4,618790530651674"
65017,1900000,PUENTE ARANDA,GALAN,004304034,"-74,11939122300001","4,617523454151635"
65047,1600000,PUENTE ARANDA,SALAZAR GOMEZ,006212021,"-74,11841834199998","4,635155795152205"
65057,1950000,PUENTE ARANDA,CENTRO INDUSTRIAL,006218002,"-74,11246575550001","4,633162067152141"
65107,1550000,PUENTE ARANDA,TIBANA,004212004,"-74,10899803249998","4,611101486651409"
65109,1800000,PUENTE ARANDA,BARCELONA,004303002,"-74,11576794300001","4,616504110651611"
65118,1900000,PUENTE ARANDA,PROVIVIENDA NORTE,004310018,"-74,12579416700001","4,614088979151517"
65135,495000,PUENTE ARANDA,BARCELONA,004303021,"-74,1153913085","4,6183936571516675"
65151,1700000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205061,"-74,11042588699999","4,616210728151582"
65168,2000000,PUENTE ARANDA,SAN RAFAEL,004302005,"-74,11246141550001","4,621226691651746"
65190,1300000,PUENTE ARANDA,GORGONZOLA,004207024,"-74,105724581","4,622981576151803"
65203,2100000,PUENTE ARANDA,SALAZAR GOMEZ,006212003,"-74,1122322135","4,631546473152067"
65270,390000,PUENTE ARANDA,EL EJIDO,006206011,"-74,10233958749998","4,6257580626519035"
65321,1500000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205043,"-74,11177559799998","4,615470774151545"
65328,360000,PUENTE ARANDA,GORGONZOLA,004207017,"-74,105181174","4,620261638151732"
65329,600000,PUENTE ARANDA,BARCELONA,004303022,"-74,11409554800002","4,616685886151597"
65334,1600000,PUENTE ARANDA,SAN EUSEBIO,004401042,"-74,121045611","4,608509531651341"
65360,1600000,PUENTE ARANDA,LA PRADERA,004305020,"-74,12141015350002","4,627622076651975"
65390,1900000,PUENTE ARANDA,MONTES,004204042,"-74,11300579250002","4,612346286651444"
65412,81000,PUENTE ARANDA,TIBANA,004212018,"-74,11041719650001","4,611960490651439"
65427,1800000,PUENTE ARANDA,JORGE GAITAN CORTES,004210055,"-74,10986055199999","4,609981798151385"
65478,1800000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217014,"-74,10303161899998","4,638407032152308"
65551,1500000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205014,"-74,10806463200001","4,6164250496516"
65552,450000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205051,"-74,11173881349998","4,613119430651456"
65555,510000,PUENTE ARANDA,SAN FRANCISCO,004206071,"-74,10957498550002","4,618136250151636"
65569,1900000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205049,"-74,11220461100001","4,613959347151498"
65570,1900000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205015,"-74,10767285349999","4,615798092151549"
65571,1700000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205021,"-74,10993523000002","4,616421882651611"
65573,1500000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205024,"-74,10789198399999","4,613569541151499"
65603,465000,PUENTE ARANDA,TIBANA,004212002,"-74,10972355850001","4,6114459591514345"
65605,1750000,PUENTE ARANDA,GALAN,004304098,"-74,123935187","4,619281075151694"
65626,1020000,PUENTE ARANDA,GALAN,004304004,"-74,12379332750001","4,6179569801516145"
65680,2000000,PUENTE ARANDA,SALAZAR GOMEZ,006212014,"-74,11720648599999","4,635700085152214"
65690,3500000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217024,"-74,10314326","4,64342857765247"
65707,1500000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205001,"-74,106772946","4,617481319651626"
65711,1800000,PUENTE ARANDA,LA CAMELIA II,004317006,"-74,11547815750001","4,615388251651561"
65712,480000,PUENTE ARANDA,SAN EUSEBIO,004401044,"-74,12264004849999","4,60871078415135"
65716,480000,PUENTE ARANDA,SAN EUSEBIO,004401048,"-74,1235107935","4,610240272151387"
65732,1900000,PUENTE ARANDA,SAN FRANCISCO,004206064,"-74,1066138335","4,62078659165174"
65827,1700000,PUENTE ARANDA,LA PRADERA,004305021,"-74,1220393035","4,626589588651919"
65830,1900000,PUENTE ARANDA,LA TRINIDAD,004306003,"-74,1171010885","4,625221564651889"
65841,1500000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,004205024,"-74,10804237149998","4,6140063551515"
65850,1300000,PUENTE ARANDA,GORGONZOLA,004207025,"-74,1048704305","4,624981483151869"
65853,1300000,PUENTE ARANDA,SAN RAFAEL INDUSTRIAL,004301001,"-74,1118798165","4,625654392651889"
65859,540000,PUENTE ARANDA,COLON,004308004,"-74,113954931","4,621614687151765"
