Nombre,Localidad,Tipo de Atractivo,Ubicación,coord_x,coord_y
Escultura Pepe Cáceres,Santa Fe,3,KR 6 # 26 - 50 Plaza de Toros La Santamaría,"-74,06871499989126","4,613040000342557"
Escultura Puerta de Bronce,Candelaria,3,KR 7 # 10 - 20,"-74,07554659150726","4,597400137040016"
Escultura Rita,Santa Fe,3,KR 7 CL 39 ESQ #roriental,"-74,06564600004617","4,6255639995832265"
Estación de La Sabana,Los Mártires,3,CL 13 # 18 - 21,"-74,08328099986527","4,607785999701202"
Estadio Nemesio Camacho El Campín,Teusaquillo,3,CL 55 A con AV Ciudad de Quito,"-74,0775659997744","4,645931999893386"
Estatua  Francisco José de Caldas,Santa Fe,3,KR 7 CL 21 - Plazoleta de Las Nieves,"-74,07151699977267","4,606391999594106"
Estatua  George Washington,Santa Fe,3,KR 7 CL 26,"-74,0702870004345","4,612241000211834"
Estatua Antonio Nariño,Candelaria,3,Plazoleta Antonio Nariño costado sur Capitolio Nacional,"-74,07667600019485","4,59696800034154"
Estatua Camilo Torres,Candelaria,3,AK 7 # 9 - 96,"-74,07583900031877","4,59715500008561"
Estatua Francisco de Paula Santander,Santa Fe,3,AK 7 CL 16 Parque Santander,"-74,07271199984903","4,6019489995564635"
Estatua Gonzalo Jiménez de Quesada,Candelaria,3,Eje Ambiental KR 6,"-74,072940000353","4,60070099982373"
Estatua José de San Martín,Santa Fe,3,AK 7 CL 32,"-74,06855900025566","4,618459000179664"
Estatua La Pola,Candelaria,3,Eje Ambiental KR 3,"-74,0676382899715","4,601638999972009"
Estatua Manuel Murillo Toro,Candelaria,3,KR 8 entre CL 12 y 13,"-74,07511831250903","4,600221999667532"
Estatua Rafael Núñez,Candelaria,3,CL 10 # 7 - 50 Patio sur Capitolio Nacional,"-74,07675800021062","4,596423999585916"
Estatua Ricardo Palma,Candelaria,3,AV 19 con CL 3,"-74,06676168966275","4,602076999726793"
Estatua Rufino José Cuervo,Candelaria,3,CL 10 entre KR 7 y 6,"-74,07577400002144","4,5972124237063765"
Estatua Simón Bolívar,Candelaria,3,Plaza de Bolívar,"-74,07607199994726","4,598051999851691"
Estatua Tomas Cipriano de Mosquera,Candelaria,3,CL 10 # 7 - 50 Patio Norte Capitolio Nacional,"-74,07640199966016","4,597405000092993"
Feria Agroexpo,Teusaquillo,1,KR 37 # 24 - 67 Corferias,"-74,09059714633878","4,630297705516181"
Feria de Las Colonias,Teusaquillo,1,KR 37 # 24 - 67 Corferias,"-74,09059714633878","4,630297705516181"
Feria Expoartesanias,Teusaquillo,1,KR 37 # 24 - 67 Corferias,"-74,09059714633878","4,630297705516181"
Feria Internacional de Bogotá  Exposición Industrial,Teusaquillo,1,KR 37 # 24 - 67 Corferias,"-74,09059714633878","4,630297705516181"
Feria Internacional del Libro de Bogotá,Teusaquillo,1,KR 37 # 24 - 67 Corferias,"-74,09059714633878","4,630297705516181"
Florero de Llorente,Candelaria,3,AK 7 # 11 - 28,"-74,07515600042848","4,598305000109592"
Hospital San José,Los Mártires,3,CL 10 # 18 - 75,"-74,08636192933733","4,603357075378896"
Hotel de La Opera,Candelaria,3,CL 10 # 5 - 72,"-74,07472187249941","4,596807569620625"
Iglesia de El Divino Salvador,Teusaquillo,3,CL 57 entre KR 17 y 18,"-74,06915500010733","4,644273000107414"
Iglesia de La Candelaria,Candelaria,3,CL 11 # 3 - 86,"-74,07246613095577","4,596773354507844"
Iglesia de La Capuchina,Santa Fe,3,KR 13 # 14 - 23,"-74,07857020576924","4,604319313631721"
Iglesia de La Concepción,Candelaria,3,KR 9 # 10 - 19,"-74,07774325893952","4,598786532021183"
Iglesia de La Tercera,Santa Fe,3,"KR 7 CL 16, ESQ suroccidental","-74,0730399999121","4,602807999796602"
Iglesia de La Veracruz,Santa Fe,3,CL 16 # 7 - 19,"-74,07303339100656","4,6025119950828275"
Iglesia de Nuestra Señora de Chiquinquirá,Chapinero,3,KR 13 No. 51-38,"-74,06493501134658","4,638422930824425"
Iglesia de Nuestra Señora de Las Nieves,Santa Fe,3,CL 20 # 6 - 18,"-74,07104399994465","4,606202907903385"
Iglesia de San Francisco,Santa Fe,3,CL 16 # 7 - 35,"-74,07317421540208","4,602234023087201"
Iglesia de San Ignacio,Candelaria,3,CL 10 # 6 - 35,"-74,07559404231719","4,596701583443517"
Iglesia de San Juan de Dios,Candelaria,3,CL 12 # 9 - 93,"-74,07743582490657","4,600488770731042"
Iglesia de Santa Ana,Teusaquillo,3,KR 17 # 33A - 14,"-74,07217487198784","4,622773088393038"
Iglesia Nuestra Señora de Las Aguas,Candelaria,3,KR 2A # 18A - 66,"-74,06675277208691","4,602362323171533"
Iglesia y Recoleta de San Diego,Santa Fe,3,CL 26 entre AK 7 y 10,"-74,06983200014983","4,612752000338536"
"La Florida (Panadería, pastelería y restaurante)",Santa Fe,3,KR 7 # 21 - 46,"-74,07065986865106","4,607324037746707"
La Puerta Falsa,Candelaria,3,CL 11 # 6 - 50,"-74,07484540702066","4,598013532429162"
